student_id,gender,age,parental_education,study_time,attendance_rate,previous_grades,extracurricular_activities,internet_access,tutoring,family_support,health,absences,failures,final_grade,pass_fail_status,performance_category
STU_1227,Female,20,Some College,2.1,79.4,78.1,Yes,Yes,Yes,Yes,Good,7,0,67.1,Pass,Satisfactory
STU_1228,Male,18,Bachelor,7.6,85.1,70.3,No,Yes,No,No,Poor,7,0,73.7,Pass,Good
STU_1229,Male,16,Some College,5.7,84.5,80.8,No,Yes,No,Yes,Good,6,0,82.6,Pass,Good
STU_1230,Male,20,Some College,4.4,84.3,74.6,Yes,Yes,Yes,Yes,Fair,6,0,75.2,Pass,Good
STU_1231,Female,17,Master/Doctorate,16.9,94.9,89.9,No,Yes,No,Yes,Good,2,0,97.0,Pass,Excellent
STU_1232,Male,17,Bachelor,5.8,84.5,78.6,Yes,Yes,No,Yes,Excellent,5,0,79.5,Pass,Good
STU_1233,Female,18,Some College,2.7,83.9,61.1,No,Yes,No,Yes,Good,6,1,55.3,Fail,Satisfactory
STU_1234,Female,18,Bachelor,3.7,91.8,80.4,Yes,Yes,Yes,Yes,Excellent,5,0,80.3,Pass,Good
STU_1235,Male,17,High School,13.9,76.4,77.1,Yes,Yes,No,Yes,Good,8,0,76.4,Pass,Good
STU_1236,Female,16,High School,3.8,92.9,74.1,No,No,No,Yes,Good,4,0,67.7,Pass,Satisfactory
STU_1237,Female,16,Some College,3.2,83.4,71.1,Yes,Yes,No,No,Excellent,6,0,72.7,Pass,Good
STU_1238,Male,19,Master/Doctorate,8.8,79.2,68.2,No,Yes,No,No,Excellent,9,1,64.2,Pass,Satisfactory
STU_1239,Female,16,Master/Doctorate,6.8,71.7,66.1,No,Yes,Yes,No,Excellent,12,0,66.6,Pass,Satisfactory
STU_1240,Male,17,High School,10.1,84.0,63.7,No,Yes,No,No,Fair,9,1,60.4,Pass,Satisfactory
STU_1241,Male,17,Some College,6.3,71.3,55.8,No,Yes,No,Yes,Good,11,2,48.9,Fail,At Risk
STU_1242,Male,17,High School,11.5,83.5,77.3,Yes,Yes,Yes,Yes,Fair,8,0,86.4,Pass,Excellent
STU_1243,Female,17,Master/Doctorate,3.4,86.1,69.7,No,No,No,Yes,Good,7,0,67.6,Pass,Satisfactory
STU_1244,Female,19,Master/Doctorate,3.0,78.6,75.8,Yes,Yes,Yes,Yes,Good,10,0,68.4,Pass,Satisfactory
STU_1245,Male,16,Some College,9.2,81.3,75.7,Yes,Yes,No,Yes,Excellent,11,0,72.9,Pass,Good
STU_1246,Female,16,Bachelor,6.8,90.5,76.9,No,No,Yes,Yes,Excellent,5,0,75.6,Pass,Good
STU_1247,Male,16,Bachelor,6.1,88.3,63.6,Yes,No,No,Yes,Good,5,0,65.6,Pass,Satisfactory
STU_1248,Male,19,Some College,11.0,94.8,70.8,No,Yes,No,Yes,Poor,4,1,72.5,Pass,Good
STU_1249,Male,17,None,23.2,84.6,83.8,Yes,No,No,Yes,Excellent,6,0,81.2,Pass,Good
STU_1250,Female,16,Some College,3.1,94.2,63.0,No,Yes,No,Yes,Fair,4,0,63.9,Pass,Satisfactory
STU_1251,Female,18,Bachelor,15.1,89.1,77.1,No,No,No,No,Good,4,0,81.7,Pass,Good
STU_1252,Male,18,Bachelor,11.2,83.5,88.0,Yes,Yes,Yes,Yes,Poor,6,1,80.2,Pass,Good
STU_1253,Female,18,High School,6.0,88.5,72.6,No,Yes,No,Yes,Good,4,0,70.7,Pass,Good
STU_1254,Female,19,Master/Doctorate,17.6,87.6,90.2,No,Yes,No,Yes,Excellent,5,0,92.0,Pass,Excellent
STU_1255,Male,16,High School,3.7,93.4,64.0,Yes,Yes,No,Yes,Fair,5,0,64.2,Pass,Satisfactory
STU_1256,Male,18,Some College,9.9,90.3,74.7,Yes,Yes,Yes,Yes,Good,7,1,73.6,Pass,Good
STU_1257,Male,17,Bachelor,7.1,54.0,52.7,No,Yes,No,Yes,Good,16,2,45.1,Fail,At Risk
STU_1258,Male,18,Bachelor,6.0,91.4,77.1,Yes,Yes,No,Yes,Excellent,6,0,73.6,Pass,Good
STU_1259,Female,18,Some College,4.0,90.4,75.2,Yes,Yes,No,Yes,Excellent,4,0,68.2,Pass,Satisfactory
STU_1260,Male,18,High School,28.1,67.3,75.7,No,Yes,Yes,No,Fair,12,1,73.7,Pass,Good
STU_1261,Male,17,High School,5.9,79.5,73.2,Yes,Yes,Yes,No,Fair,7,1,63.5,Pass,Satisfactory
STU_1262,Female,16,Some College,1.6,72.9,58.0,No,Yes,No,Yes,Good,14,0,58.6,Fail,Satisfactory
STU_1263,Female,17,Some College,12.2,89.0,87.7,No,Yes,Yes,Yes,Good,8,0,80.5,Pass,Good
STU_1264,Male,20,High School,9.4,84.5,69.3,No,No,No,No,Good,5,0,71.6,Pass,Good
STU_1265,Male,19,Bachelor,6.7,85.7,80.5,Yes,Yes,Yes,Yes,Poor,5,0,77.8,Pass,Good
STU_1266,Male,15,Some College,6.4,80.7,72.3,Yes,Yes,No,Yes,Fair,10,0,72.2,Pass,Good
STU_1267,Male,16,Bachelor,7.6,78.8,79.9,Yes,Yes,Yes,Yes,Good,8,0,76.6,Pass,Good
STU_1268,Female,16,Bachelor,12.2,90.5,84.3,No,Yes,No,No,Fair,4,0,84.2,Pass,Good
STU_1269,Female,18,High School,9.5,67.5,71.8,Yes,Yes,No,Yes,Excellent,12,0,68.1,Pass,Satisfactory
STU_1270,Male,18,None,10.4,69.5,69.6,Yes,Yes,Yes,Yes,Poor,14,1,66.3,Pass,Satisfactory
STU_1271,Male,16,Bachelor,10.4,84.5,86.5,Yes,Yes,Yes,No,Fair,6,0,83.4,Pass,Good
STU_1272,Male,17,Some College,12.5,52.3,56.9,Yes,Yes,Yes,Yes,Excellent,19,2,47.5,Fail,At Risk
STU_1273,Male,18,Bachelor,14.5,89.8,90.8,Yes,Yes,No,Yes,Good,5,0,90.8,Pass,Excellent
STU_1274,Female,18,Bachelor,5.3,96.8,71.0,No,Yes,No,No,Good,1,0,68.7,Pass,Satisfactory
STU_1275,Female,17,Bachelor,8.8,65.2,56.2,Yes,No,No,Yes,Fair,14,1,47.7,Fail,At Risk
STU_1276,Male,17,Master/Doctorate,14.1,88.7,86.2,Yes,Yes,No,Yes,Good,5,0,88.0,Pass,Excellent
STU_1277,Male,17,Some College,5.3,96.2,88.7,Yes,Yes,No,Yes,Good,1,0,86.3,Pass,Excellent
STU_1278,Male,16,Some College,15.8,83.6,74.3,No,Yes,No,Yes,Good,8,0,77.2,Pass,Good
STU_1279,Male,17,Some College,5.3,79.5,69.0,No,Yes,Yes,Yes,Excellent,9,1,64.4,Pass,Satisfactory
STU_1280,Male,17,High School,9.7,90.5,89.5,Yes,Yes,Yes,Yes,Good,5,0,84.3,Pass,Good
STU_1281,Female,18,Some College,6.8,62.2,54.8,No,Yes,No,Yes,Good,16,2,50.5,Fail,At Risk
STU_1282,Female,17,High School,6.2,90.6,74.8,Yes,No,No,No,Good,3,1,74.8,Pass,Good
STU_1283,Female,18,Master/Doctorate,10.1,64.1,73.0,No,Yes,Yes,Yes,Good,14,1,68.3,Pass,Satisfactory
STU_1284,Male,16,Some College,14.5,83.6,85.3,Yes,Yes,No,Yes,Fair,9,0,80.2,Pass,Good
STU_1285,Female,17,Some College,6.7,80.5,68.2,No,Yes,No,Yes,Good,8,0,63.7,Pass,Satisfactory
STU_1286,Female,15,High School,15.2,80.3,61.2,No,Yes,No,No,Good,7,1,63.6,Pass,Satisfactory
STU_1287,Male,16,None,5.1,65.2,62.0,No,Yes,Yes,Yes,Good,13,2,46.6,Fail,At Risk
STU_1288,Female,18,None,14.6,88.6,82.8,Yes,Yes,Yes,Yes,Excellent,6,0,78.5,Pass,Good
STU_1289,Male,21,Some College,8.4,71.2,71.5,Yes,Yes,No,Yes,Good,11,0,66.1,Pass,Satisfactory
STU_1290,Female,15,High School,9.4,80.2,63.3,No,Yes,No,Yes,Excellent,7,1,62.2,Pass,Satisfactory
STU_1291,Female,17,Some College,3.9,54.9,49.0,Yes,Yes,No,Yes,Fair,18,2,43.0,Fail,At Risk
STU_1292,Male,18,Master/Doctorate,6.0,87.4,79.5,No,Yes,Yes,No,Good,7,0,80.5,Pass,Good
STU_1293,Female,16,Master/Doctorate,7.8,83.4,79.3,No,Yes,Yes,Yes,Excellent,9,0,80.8,Pass,Good
STU_1294,Female,17,Bachelor,13.7,62.7,64.2,No,Yes,No,Yes,Good,13,1,64.0,Pass,Satisfactory
STU_1295,Male,18,High School,7.0,76.8,70.9,Yes,Yes,No,Yes,Good,10,0,69.5,Pass,Satisfactory
STU_1296,Male,17,Bachelor,4.9,83.7,65.1,No,Yes,No,No,Poor,9,1,59.7,Fail,Satisfactory
STU_1297,Female,16,Master/Doctorate,9.0,81.6,81.3,No,Yes,No,Yes,Good,9,0,81.4,Pass,Good
STU_1298,Male,17,High School,20.3,98.5,86.7,No,Yes,Yes,Yes,Fair,2,0,95.2,Pass,Excellent
STU_1299,Female,18,Bachelor,9.5,89.4,81.7,Yes,Yes,No,Yes,Excellent,7,0,81.0,Pass,Good
STU_1300,Female,17,High School,7.0,86.6,74.3,Yes,Yes,No,Yes,Good,5,0,72.3,Pass,Good
STU_1301,Male,15,Bachelor,9.0,85.3,85.0,Yes,Yes,Yes,Yes,Excellent,6,0,85.6,Pass,Excellent
STU_1302,Male,18,Master/Doctorate,4.7,87.8,70.6,Yes,Yes,No,Yes,Good,4,2,65.9,Pass,Satisfactory
STU_1303,Male,15,None,16.3,68.8,70.2,No,Yes,Yes,Yes,Good,14,1,59.7,Fail,Satisfactory
STU_1304,Male,18,Master/Doctorate,16.2,69.0,70.5,No,Yes,Yes,Yes,Good,11,1,72.5,Pass,Good
STU_1305,Male,16,Some College,4.6,92.5,78.0,Yes,Yes,Yes,Yes,Excellent,4,0,81.3,Pass,Good
STU_1306,Female,19,Master/Doctorate,16.0,98.0,85.6,No,No,Yes,Yes,Excellent,2,0,95.1,Pass,Excellent
STU_1307,Female,17,Some College,9.1,95.2,79.8,Yes,Yes,Yes,Yes,Fair,4,0,82.7,Pass,Good
STU_1308,Male,16,Bachelor,11.3,92.8,91.9,Yes,Yes,No,No,Good,3,0,89.8,Pass,Excellent
STU_1309,Female,16,None,7.9,60.9,55.0,Yes,No,No,No,Good,15,0,50.2,Fail,At Risk
STU_1310,Female,16,High School,8.2,87.4,70.0,Yes,Yes,No,No,Poor,4,0,69.8,Pass,Satisfactory
STU_1311,Female,18,None,5.5,44.9,48.3,No,Yes,Yes,No,Good,22,1,42.0,Fail,At Risk
STU_1312,Female,21,Master/Doctorate,4.6,85.1,88.3,Yes,Yes,Yes,Yes,Excellent,5,0,86.1,Pass,Excellent
STU_1313,Male,17,Bachelor,4.5,91.9,74.0,No,Yes,No,No,Good,4,0,76.5,Pass,Good
STU_1314,Male,17,Bachelor,13.9,84.8,81.0,Yes,No,No,Yes,Good,7,0,79.4,Pass,Good
STU_1315,Male,18,Master/Doctorate,8.7,90.4,76.8,No,Yes,Yes,Yes,Good,3,1,80.7,Pass,Good
STU_1316,Female,19,High School,4.8,75.4,65.6,Yes,Yes,No,Yes,Good,10,0,59.8,Fail,Satisfactory
STU_1317,Female,17,High School,8.3,55.0,64.8,Yes,Yes,No,Yes,Fair,17,0,58.4,Fail,Satisfactory
STU_1318,Female,17,None,2.8,55.3,35.3,Yes,Yes,No,No,Good,16,3,21.6,Fail,At Risk
STU_1319,Female,17,High School,4.7,86.0,67.9,Yes,Yes,No,Yes,Excellent,7,0,65.5,Pass,Satisfactory
STU_1320,Male,17,High School,14.6,81.0,77.1,Yes,Yes,Yes,Yes,Good,9,0,84.3,Pass,Good
STU_1321,Male,15,Some College,5.9,89.1,71.5,No,Yes,No,No,Poor,4,0,72.9,Pass,Good
STU_1322,Male,17,High School,13.7,87.4,79.7,No,Yes,Yes,Yes,Fair,8,0,81.0,Pass,Good
STU_1323,Female,17,High School,7.5,84.7,66.6,No,Yes,No,Yes,Poor,6,0,71.1,Pass,Good
STU_1324,Male,18,High School,11.4,68.5,68.9,Yes,Yes,Yes,No,Good,13,0,59.4,Fail,Satisfactory
STU_1325,Male,15,High School,4.0,88.7,66.0,Yes,Yes,No,Yes,Excellent,4,0,65.1,Pass,Satisfactory
STU_1326,Male,17,Master/Doctorate,10.5,73.0,75.9,Yes,Yes,Yes,Yes,Fair,11,1,70.7,Pass,Good
STU_1327,Male,17,Bachelor,1.8,91.0,63.7,No,Yes,No,Yes,Excellent,4,0,62.7,Pass,Satisfactory
STU_1328,Female,17,Master/Doctorate,6.2,71.6,69.6,No,No,No,Yes,Good,13,0,61.9,Pass,Satisfactory
STU_1329,Female,15,Some College,15.0,89.5,86.9,No,Yes,No,No,Good,7,0,84.5,Pass,Good
STU_1330,Female,17,High School,8.1,90.1,77.8,No,Yes,No,Yes,Excellent,3,0,78.1,Pass,Good
STU_1331,Male,17,Bachelor,4.6,72.2,65.6,Yes,Yes,No,Yes,Fair,11,0,62.5,Pass,Satisfactory
STU_1332,Female,17,High School,14.4,82.5,76.0,Yes,No,No,Yes,Excellent,9,0,77.5,Pass,Good
STU_1333,Female,17,High School,21.6,91.6,91.1,Yes,Yes,No,Yes,Fair,4,0,91.7,Pass,Excellent
STU_1334,Female,17,High School,6.9,88.0,68.0,Yes,Yes,No,No,Good,4,0,72.0,Pass,Good
STU_1335,Female,18,High School,2.9,78.8,66.8,Yes,Yes,No,Yes,Excellent,8,1,57.3,Fail,Satisfactory
STU_1336,Male,16,High School,8.1,87.2,58.1,Yes,No,No,Yes,Excellent,7,1,51.7,Fail,At Risk
STU_1337,Male,18,High School,11.7,75.6,59.1,No,Yes,No,Yes,Good,14,1,51.2,Fail,At Risk
STU_1338,Female,17,Bachelor,7.1,83.5,73.4,No,Yes,No,Yes,Good,10,0,69.9,Pass,Satisfactory
STU_1339,Female,15,None,2.0,77.7,48.0,No,No,No,No,Good,8,0,45.8,Fail,At Risk
STU_1340,Female,15,High School,11.1,66.3,64.4,No,Yes,No,Yes,Excellent,13,0,60.1,Pass,Satisfactory
STU_1341,Female,16,Bachelor,5.2,92.3,70.3,Yes,Yes,No,Yes,Fair,4,1,71.5,Pass,Good
STU_1342,Female,18,High School,6.1,86.8,64.9,Yes,Yes,Yes,Yes,Excellent,7,1,58.4,Fail,Satisfactory
STU_1343,Female,18,High School,3.0,76.3,55.6,No,No,No,No,Good,8,0,59.9,Fail,Satisfactory
STU_1344,Female,18,Bachelor,1.5,88.8,76.4,Yes,Yes,No,Yes,Good,5,0,70.3,Pass,Good
STU_1345,Male,17,High School,3.9,92.4,69.7,Yes,No,No,No,Good,4,0,64.6,Pass,Satisfactory
STU_1346,Male,17,High School,5.8,53.8,52.1,Yes,Yes,No,Yes,Good,17,1,43.8,Fail,At Risk
STU_1347,Female,16,Some College,5.8,78.5,71.9,Yes,Yes,Yes,No,Excellent,11,0,74.6,Pass,Good
STU_1348,Female,16,High School,16.7,96.5,85.6,Yes,No,No,Yes,Good,2,0,84.5,Pass,Good
STU_1349,Male,17,Some College,4.2,91.7,75.1,Yes,Yes,No,Yes,Excellent,4,0,71.2,Pass,Good
STU_1350,Female,15,Bachelor,13.1,73.6,62.5,Yes,Yes,No,Yes,Fair,10,1,60.4,Pass,Satisfactory
STU_1351,Male,16,High School,8.6,94.3,68.4,No,Yes,Yes,Yes,Good,5,1,72.2,Pass,Good
STU_1352,Male,17,Some College,18.0,86.2,80.8,Yes,Yes,No,No,Excellent,6,0,81.1,Pass,Good
STU_1353,Female,18,Some College,7.6,77.3,68.7,Yes,Yes,No,No,Good,8,0,68.7,Pass,Satisfactory
STU_1354,Female,21,High School,2.1,60.1,50.4,Yes,Yes,Yes,Yes,Good,17,1,44.8,Fail,At Risk
STU_1355,Male,19,Some College,7.2,89.8,82.1,Yes,Yes,Yes,Yes,Good,8,0,79.6,Pass,Good
STU_1356,Female,17,High School,1.5,82.2,65.8,No,Yes,Yes,Yes,Excellent,7,0,62.8,Pass,Satisfactory
STU_1357,Male,17,Some College,3.9,70.3,59.7,No,Yes,No,No,Excellent,12,0,63.4,Pass,Satisfactory
STU_1358,Male,17,High School,7.3,76.6,68.3,No,No,Yes,Yes,Fair,8,0,76.8,Pass,Good
STU_1359,Male,18,Some College,7.4,72.3,68.6,Yes,Yes,Yes,Yes,Excellent,10,0,65.0,Pass,Satisfactory
STU_1360,Female,16,High School,12.8,81.1,75.2,No,Yes,No,Yes,Good,8,0,70.3,Pass,Good
STU_1361,Male,17,Bachelor,10.0,58.7,54.6,No,Yes,Yes,Yes,Fair,15,3,46.2,Fail,At Risk
STU_1362,Female,18,None,17.1,91.7,83.0,Yes,Yes,Yes,Yes,Excellent,6,0,77.0,Pass,Good
STU_1363,Male,17,Some College,12.8,94.4,85.6,Yes,Yes,No,Yes,Good,5,0,84.7,Pass,Good
STU_1364,Male,17,Some College,12.0,84.2,79.9,Yes,Yes,No,Yes,Excellent,6,0,84.9,Pass,Good
STU_1365,Female,17,Bachelor,20.6,91.1,79.3,No,No,No,No,Fair,4,0,83.4,Pass,Good
STU_1366,Male,16,Some College,12.5,55.7,58.5,No,No,No,Yes,Poor,15,1,57.3,Fail,Satisfactory
STU_1367,Male,17,Bachelor,15.6,73.1,75.9,Yes,Yes,No,Yes,Good,12,0,79.9,Pass,Good
STU_1368,Female,16,Bachelor,2.8,86.0,71.8,No,No,No,Yes,Fair,7,0,66.7,Pass,Satisfactory
STU_1369,Female,15,Bachelor,6.6,80.2,64.9,Yes,Yes,Yes,No,Excellent,8,0,68.6,Pass,Satisfactory
STU_1370,Female,15,High School,9.8,91.7,86.0,Yes,Yes,Yes,Yes,Fair,4,0,85.4,Pass,Excellent
STU_1371,Female,18,Some College,8.3,83.7,71.9,No,No,No,Yes,Good,8,0,73.0,Pass,Good
STU_1372,Female,16,Bachelor,5.1,64.0,49.7,No,Yes,No,Yes,Fair,13,2,46.0,Fail,At Risk
STU_1373,Male,17,Master/Doctorate,12.1,54.8,69.2,Yes,Yes,No,Yes,Fair,17,1,65.5,Pass,Satisfactory
STU_1374,Female,16,Master/Doctorate,13.6,94.0,78.4,Yes,Yes,No,Yes,Excellent,5,0,79.8,Pass,Good
STU_1375,Female,19,High School,7.6,91.1,80.3,Yes,Yes,No,No,Fair,9,0,76.2,Pass,Good
STU_1376,Male,16,High School,6.8,64.6,78.4,Yes,Yes,Yes,No,Good,16,0,74.6,Pass,Good
STU_1377,Female,17,Some College,5.9,84.0,72.1,No,Yes,Yes,Yes,Excellent,8,0,76.9,Pass,Good
STU_1378,Male,18,Bachelor,12.4,86.8,71.9,No,No,No,Yes,Good,6,1,71.9,Pass,Good
STU_1379,Female,18,Some College,6.7,67.7,52.9,No,Yes,No,No,Excellent,14,1,47.7,Fail,At Risk
STU_1380,Female,16,Some College,8.1,78.3,75.8,Yes,Yes,No,Yes,Fair,9,0,75.3,Pass,Good
STU_1381,Male,18,Bachelor,14.7,85.2,85.2,No,Yes,Yes,No,Fair,6,0,88.5,Pass,Excellent
STU_1382,Male,17,High School,9.3,93.3,69.2,Yes,Yes,No,Yes,Excellent,2,0,73.4,Pass,Good
STU_1383,Male,17,Bachelor,8.1,94.1,80.9,No,Yes,No,No,Good,3,0,83.2,Pass,Good
STU_1384,Male,16,Some College,5.6,96.3,79.3,No,Yes,Yes,No,Good,2,0,77.1,Pass,Good
STU_1385,Male,15,High School,7.9,79.3,60.1,No,No,No,No,Good,8,0,63.8,Pass,Satisfactory
STU_1386,Female,18,Some College,5.1,80.1,77.9,Yes,No,No,Yes,Good,9,0,72.6,Pass,Good
STU_1387,Female,17,Bachelor,9.0,86.8,86.2,Yes,Yes,Yes,Yes,Poor,9,0,87.4,Pass,Excellent
STU_1388,Male,17,High School,6.0,93.2,68.4,Yes,No,No,No,Excellent,6,0,68.4,Pass,Satisfactory
STU_1389,Male,18,High School,6.5,95.4,82.0,No,Yes,Yes,Yes,Good,3,0,82.7,Pass,Good
STU_1390,Male,18,Master/Doctorate,7.9,60.5,72.4,Yes,Yes,No,Yes,Good,15,0,68.6,Pass,Satisfactory
STU_1391,Female,16,High School,18.2,82.4,87.6,Yes,Yes,Yes,No,Excellent,8,0,85.3,Pass,Excellent
STU_1392,Female,17,Some College,9.7,63.5,55.9,Yes,Yes,No,No,Good,13,1,49.6,Fail,At Risk
STU_1393,Male,16,Some College,3.9,89.8,77.0,No,Yes,No,No,Fair,7,0,75.6,Pass,Good
STU_1394,Female,18,Some College,6.7,79.4,78.5,Yes,Yes,No,Yes,Excellent,8,0,70.8,Pass,Good
STU_1395,Male,17,Some College,5.7,81.3,71.6,No,Yes,No,No,Excellent,8,0,67.7,Pass,Satisfactory
STU_1396,Male,19,High School,5.6,90.6,64.8,No,No,No,No,Good,3,0,65.0,Pass,Satisfactory
STU_1397,Female,15,Some College,5.7,61.4,65.9,No,Yes,No,Yes,Fair,16,0,60.6,Pass,Satisfactory
STU_1398,Male,15,High School,6.9,78.8,66.7,Yes,Yes,No,Yes,Fair,9,0,66.6,Pass,Satisfactory
STU_1399,Male,16,Bachelor,5.2,61.6,59.3,Yes,Yes,No,Yes,Good,14,1,47.9,Fail,At Risk
STU_1400,Female,16,High School,5.2,73.0,68.9,Yes,Yes,No,Yes,Good,11,0,61.2,Pass,Satisfactory
STU_1401,Male,16,Some College,5.7,90.7,73.1,Yes,Yes,No,No,Excellent,6,0,69.4,Pass,Satisfactory
STU_1402,Female,19,High School,5.6,91.8,75.1,Yes,Yes,No,Yes,Excellent,4,0,72.1,Pass,Good
STU_1403,Male,16,High School,4.8,95.2,68.8,No,Yes,No,No,Excellent,4,0,62.5,Pass,Satisfactory
STU_1404,Female,16,High School,10.9,85.3,76.1,Yes,Yes,No,No,Good,6,0,78.2,Pass,Good
STU_1405,Male,18,High School,6.3,85.7,75.6,No,Yes,Yes,Yes,Excellent,6,1,70.6,Pass,Good
STU_1406,Female,17,Bachelor,7.0,73.5,66.3,Yes,Yes,Yes,No,Good,9,0,67.3,Pass,Satisfactory
STU_1407,Female,18,High School,6.7,59.0,64.5,No,Yes,Yes,Yes,Fair,16,2,54.7,Fail,At Risk
STU_1408,Male,15,Master/Doctorate,5.4,78.7,78.4,No,Yes,No,No,Poor,8,0,76.4,Pass,Good
STU_1409,Female,17,Master/Doctorate,4.7,81.6,71.1,No,Yes,Yes,Yes,Good,10,1,69.5,Pass,Satisfactory
STU_1410,Female,15,Some College,11.4,80.3,64.0,No,Yes,No,No,Excellent,8,0,66.6,Pass,Satisfactory
STU_1411,Male,15,High School,4.8,89.3,76.5,No,Yes,No,Yes,Fair,6,0,72.7,Pass,Good
STU_1412,Male,19,High School,5.0,84.3,70.8,No,Yes,Yes,Yes,Fair,5,0,73.1,Pass,Good
STU_1413,Male,16,Bachelor,13.2,71.0,62.7,Yes,Yes,No,No,Excellent,10,2,59.8,Fail,Satisfactory
STU_1414,Male,17,High School,5.8,84.7,59.6,Yes,Yes,Yes,Yes,Poor,7,2,60.9,Pass,Satisfactory
STU_1415,Female,17,High School,7.9,88.0,86.4,Yes,Yes,Yes,Yes,Excellent,4,0,83.4,Pass,Good
STU_1416,Female,16,Some College,6.5,89.0,67.2,Yes,Yes,No,Yes,Good,7,0,70.0,Pass,Good
STU_1417,Female,19,Bachelor,7.7,86.3,73.4,Yes,No,No,No,Poor,6,0,73.0,Pass,Good
STU_1418,Male,15,Bachelor,16.4,92.7,86.6,Yes,No,No,Yes,Excellent,4,0,89.2,Pass,Excellent
STU_1419,Male,17,High School,5.2,72.0,73.6,Yes,Yes,Yes,Yes,Fair,10,0,70.1,Pass,Good
STU_1420,Male,20,Bachelor,10.9,78.2,67.8,Yes,Yes,No,Yes,Good,8,2,60.5,Pass,Satisfactory
STU_1421,Male,17,High School,11.4,66.0,69.1,Yes,Yes,Yes,Yes,Fair,14,1,61.1,Pass,Satisfactory
STU_1422,Female,19,High School,11.0,89.9,75.8,No,No,Yes,Yes,Poor,8,0,78.8,Pass,Good
STU_1423,Female,15,Bachelor,16.1,89.3,88.0,Yes,No,Yes,Yes,Poor,4,0,92.0,Pass,Excellent
STU_1424,Female,17,High School,2.0,88.1,72.0,No,Yes,Yes,Yes,Fair,5,0,75.0,Pass,Good
STU_1425,Male,16,High School,3.3,65.8,62.3,Yes,Yes,Yes,Yes,Poor,13,1,54.9,Fail,At Risk
STU_1426,Female,18,None,4.6,89.1,73.1,No,Yes,Yes,Yes,Excellent,6,0,67.8,Pass,Satisfactory
STU_1427,Male,20,Bachelor,6.0,89.9,73.3,No,Yes,No,No,Good,6,0,73.1,Pass,Good
STU_1428,Female,16,Bachelor,9.0,87.8,82.9,No,Yes,Yes,Yes,Good,5,0,85.5,Pass,Excellent
STU_1429,Female,17,Some College,4.7,82.5,81.1,No,Yes,Yes,Yes,Good,9,0,69.8,Pass,Satisfactory
STU_1430,Female,16,Bachelor,4.7,77.3,69.6,Yes,No,Yes,Yes,Excellent,8,0,69.6,Pass,Satisfactory
STU_1431,Male,17,High School,8.3,73.9,63.6,No,Yes,No,Yes,Excellent,9,1,60.7,Pass,Satisfactory
STU_1432,Male,17,Some College,10.2,67.9,61.8,No,Yes,Yes,No,Good,11,1,60.9,Pass,Satisfactory
STU_1433,Female,20,High School,7.8,94.0,66.2,No,No,No,Yes,Excellent,4,0,67.4,Pass,Satisfactory
STU_1434,Female,17,High School,10.5,96.4,81.6,No,No,No,Yes,Good,2,0,77.1,Pass,Good
STU_1435,Male,16,Some College,2.9,67.1,60.9,Yes,Yes,Yes,Yes,Good,13,1,55.0,Fail,Satisfactory
STU_1436,Female,16,Master/Doctorate,5.2,80.1,73.9,No,Yes,No,Yes,Good,8,0,68.0,Pass,Satisfactory
STU_1437,Male,16,None,4.5,90.7,79.7,Yes,Yes,Yes,Yes,Good,4,0,78.2,Pass,Good
STU_1438,Male,16,High School,5.8,90.2,75.2,No,Yes,No,Yes,Good,4,0,72.9,Pass,Good
STU_1439,Female,16,High School,7.6,57.6,59.0,Yes,No,No,Yes,Good,18,1,54.7,Fail,At Risk
STU_1440,Female,18,High School,2.5,83.5,61.1,No,No,Yes,No,Excellent,7,0,55.8,Fail,Satisfactory
STU_1441,Male,17,Master/Doctorate,5.7,90.8,88.0,Yes,Yes,Yes,Yes,Excellent,6,0,84.8,Pass,Good
STU_1442,Female,17,Some College,5.2,67.4,62.9,Yes,Yes,No,Yes,Good,12,1,58.0,Fail,Satisfactory
STU_1443,Female,16,Some College,3.1,92.4,83.0,No,Yes,No,No,Good,4,0,81.5,Pass,Good
STU_1444,Male,18,Bachelor,10.6,86.8,74.7,No,No,Yes,No,Fair,6,0,80.6,Pass,Good
STU_1445,Male,18,High School,7.8,87.0,72.1,No,Yes,No,Yes,Fair,5,0,67.9,Pass,Satisfactory
STU_1446,Male,15,Some College,5.8,78.9,63.4,Yes,Yes,No,No,Good,8,0,61.6,Pass,Satisfactory
STU_1447,Male,18,Some College,17.6,94.2,87.9,Yes,Yes,No,No,Good,3,0,82.0,Pass,Good
STU_1448,Female,17,Some College,3.3,91.7,73.0,No,Yes,Yes,Yes,Poor,3,0,73.9,Pass,Good
STU_1449,Female,15,Master/Doctorate,18.1,88.6,93.7,No,Yes,No,Yes,Excellent,6,0,97.2,Pass,Excellent
STU_1450,Male,17,Bachelor,6.8,52.8,57.5,No,Yes,No,Yes,Good,18,1,49.9,Fail,At Risk
STU_1451,Male,17,High School,5.0,70.5,63.7,Yes,No,Yes,No,Good,12,0,63.3,Pass,Satisfactory
STU_1452,Female,16,Bachelor,5.9,81.0,68.2,No,No,No,Yes,Poor,10,0,68.8,Pass,Satisfactory
STU_1453,Male,19,High School,6.2,90.6,71.6,Yes,Yes,No,Yes,Fair,5,0,69.4,Pass,Satisfactory
